n,input_signal,filtered_signal,
579,1.6344873905181885,0.04705633968114853,
580,1.085410237312317,0.20394030213356018,
581,-0.18242952227592468,0.35618966817855835,
582,-0.7128745317459106,0.4997844398021698,
583,-0.007626093924045563,0.631278395652771,
584,0.8385937809944153,0.747975766658783,
585,0.5469803810119629,0.8474904894828796,
586,-0.6997008323669434,0.9273476600646973,
587,-1.4874939918518066,0.9852179884910583,
588,-0.9808377027511597,1.0195560455322266,
589,0.009421586990356445,1.0298733711242676,
590,0.06997627019882202,1.0163453817367554,
591,-0.9978189468383789,0.979267954826355,
592,-1.9207146167755127,0.919080913066864,
593,-1.5845012664794922,0.8369104862213135,
594,-0.46230489015579224,0.7349095940589905,
595,-0.006439328193664551,0.6159240007400513,
596,-0.784619927406311,0.48284491896629333,
597,-1.7520660161972046,0.3384186327457428,
598,-1.5930967330932617,0.18566732108592987,
599,-0.4108322262763977,0.028292622417211533,
600,0.40242141485214233,-0.12955808639526367,
601,-0.05094200372695923,-0.2839679718017578,
602,-1.0258748531341553,-0.431613028049469,
603,-1.094275712966919,-0.5694501399993896,
604,0.018444104120135307,-0.6942468285560608,
605,1.0765535831451416,-0.80264812707901,
606,0.915266752243042,-0.8918020129203796,
607,-0.06957200169563293,-0.9598177075386047,
608,-0.43359893560409546,-1.0055495500564575,
609,0.45852431654930115,-1.028045654296875,
610,1.6138956546783447,-1.026411533355713,
611,1.681938886642456,-1.0003024339675903,
612,0.6840677261352539,-0.9504231214523315,
613,-0.01636749505996704,-0.8783923983573914,
614,0.5349072813987732,-0.7861328721046448,
615,1.6570091247558594,-0.6755288243293762,
616,1.9073703289031982,-0.5487437844276428,
617,0.9322366118431091,-0.40872830152511597,
618,-0.07828694581985474,-0.2591826617717743,
619,0.08401310443878174,-0.10394466668367386,
620,1.0972867012023926,0.05352228134870529,
621,1.5254013538360596,0.2099735140800476,
622,0.6636619567871094,0.3618795573711395,
623,-0.5533862709999084,0.5053227543830872,
624,-0.7468105554580688,0.6365382671356201,
625,0.14139875769615173,0.7525116801261902,
626,0.7786722183227539,0.85096275806427,
627,0.1559898853302002,0.9298300743103027,
628,-1.11297607421875,0.9869989156723022,
629,-1.5747002363204956,1.0206853151321411,
630,-0.7970359921455383,1.0300467014312744,
631,0.08049118518829346,1.015265941619873,
632,-0.1882559061050415,0.9770302176475525,
633,-1.3541258573532104,0.916080117225647,
634,-1.990091323852539,0.8333918452262878,
635,-1.3207613229751587,0.7307407855987549,
636,-0.21618878841400146,0.6108715534210205,
637,-0.07523894309997559,0.47700661420822144,
